FID	IID	Pop	#IID	PAT	MAT	SEX	SuperPop	Population
IT022	HG03777	ITU	HG03777	0	0	1.0	SAS	ITU
IT023	HG03784	ITU	HG03784	0	0	2.0	SAS	ITU
IT023	HG03786	ITU	HG03786	0	0	1.0	SAS	ITU
IT024	HG03785	ITU	HG03785	0	0	1.0	SAS	ITU
IT025	HG03790	ITU	HG03790	0	0	1.0	SAS	ITU
IT026	HG03792	ITU	HG03792	0	0	1.0	SAS	ITU
IT027	HG03787	ITU	HG03787	0	0	2.0	SAS	ITU
IT028	HG03788	ITU	HG03788	0	0	1.0	SAS	ITU
IT028	HG03789	ITU	HG03789	0	0	2.0	SAS	ITU
IT029	HG03782	ITU	HG03782	0	0	2.0	SAS	ITU
IT029	HG03783	ITU						
IT030	HG03866	ITU	HG03866	0	0	1.0	SAS	ITU
IT030	HG03873	ITU	HG03873	0	0	2.0	SAS	ITU
IT032	HG03861	ITU	HG03861	0	0	2.0	SAS	ITU
IT033	HG03863	ITU	HG03863	0	0	2.0	SAS	ITU
IT034	HG03864	ITU	HG03864	0	0	1.0	SAS	ITU
IT035	HG03862	ITU	HG03862	0	0	2.0	SAS	ITU
IT035	HG03869	ITU	HG03869	0	0	1.0	SAS	ITU
IT036	HG03872	ITU	HG03872	0	0	1.0	SAS	ITU
IT037	HG03870	ITU	HG03870	0	0	1.0	SAS	ITU
IT038	HG03867	ITU	HG03867	0	0	1.0	SAS	ITU
IT039	HG03780	ITU	HG03780	0	0	2.0	SAS	ITU
IT039a	HG03882	ITU	HG03882	0	0	2.0	SAS	ITU
IT042	HG03963	ITU	HG03963	0	0	1.0	SAS	ITU
IT044	HG03960	ITU	HG03960	0	0	1.0	SAS	ITU
IT046	HG03968	ITU	HG03968	0	0	2.0	SAS	ITU
IT046	HG03969	ITU	HG03969	0	0	1.0	SAS	ITU
IT047	HG03977	ITU	HG03977	0	0	2.0	SAS	ITU
IT047	HG03978	ITU	HG03978	0	0	1.0	SAS	ITU
IT048	HG03971	ITU	HG03971	0	0	1.0	SAS	ITU
IT049	HG03972	ITU						
IT049	HG03974	ITU	HG03974	0	0	1.0	SAS	ITU
IT050	HG03973	ITU	HG03973	0	0	2.0	SAS	ITU
IT050	HG03976	ITU	HG03976	0	0	1.0	SAS	ITU
IT052	HG03720	ITU	HG03720	0	0	1.0	SAS	ITU
IT053	HG04001	ITU	HG04001	0	0	2.0	SAS	ITU
IT053	HG04002	ITU	HG04002	0	0	1.0	SAS	ITU
IT056	HG04019	ITU	HG04019	0	0	1.0	SAS	ITU
IT056	HG04024	ITU						
IT058	HG04023	ITU	HG04023	0	0	1.0	SAS	ITU
IT058	HG04025	ITU	HG04025	0	0	2.0	SAS	ITU
IT059	HG04014	ITU	HG04014	0	0	2.0	SAS	ITU
IT059	HG04020	ITU	HG04020	0	0	1.0	SAS	ITU
IT060	HG04015	ITU	HG04015	0	0	1.0	SAS	ITU
IT061	HG04017	ITU	HG04017	0	0	1.0	SAS	ITU
IT061	HG04026	ITU	HG04026	0	0	2.0	SAS	ITU
IT062	HG04022	ITU	HG04022	0	0	1.0	SAS	ITU
IT177	HG04050	ITU						
IT178	HG04053	ITU						
IT179	HG04055	ITU						
IT180	HG04054	ITU	HG04054	0	0	2.0	SAS	ITU
IT180	HG04056	ITU	HG04056	0	0	1.0	SAS	ITU
IT182	HG04061	ITU	HG04061	0	0	1.0	SAS	ITU
IT182	HG04062	ITU	HG04062	0	0	2.0	SAS	ITU
IT183	HG04060	ITU	HG04060	0	0	1.0	SAS	ITU
IT183	HG04063	ITU	HG04063	0	0	2.0	SAS	ITU
IT184	HG04058	ITU						
IT184	HG04059	ITU	HG04059	0	0	2.0	SAS	ITU
IT191	HG04076	ITU	HG04076	0	0	2.0	SAS	ITU
IT194	HG04080	ITU	HG04080	0	0	1.0	SAS	ITU
IT199	HG04090	ITU	HG04090	0	0	2.0	SAS	ITU
IT199	HG04093	ITU	HG04093	0	0	1.0	SAS	ITU
IT201	HG04094	ITU	HG04094	0	0	1.0	SAS	ITU
IT202	HG04096	ITU	HG04096	0	0	1.0	SAS	ITU
IT205	HG04098	ITU	HG04098	0	0	1.0	SAS	ITU
IT21	HG03778	ITU	HG03778	0	0	1.0	SAS	ITU
IT214	HG04118	ITU	HG04118	0	0	2.0	SAS	ITU
IT217	HG04209	ITU	HG04209	0	0	2.0	SAS	ITU
IT220	HG04198	ITU	HG04198	0	0	1.0	SAS	ITU
IT220	HG04200	ITU	HG04200	0	0	2.0	SAS	ITU
IT220	HG04217	ITU						
IT222	HG04202	ITU	HG04202	0	0	2.0	SAS	ITU
IT223	HG04211	ITU	HG04211	0	0	1.0	SAS	ITU
IT223	HG04212	ITU	HG04212	0	0	2.0	SAS	ITU
IT225	HG04222	ITU	HG04222	0	0	1.0	SAS	ITU
IT226	HG04214	ITU	HG04214	0	0	2.0	SAS	ITU
IT227	HG04216	ITU	HG04216	0	0	2.0	SAS	ITU
IT228	HG04219	ITU	HG04219	0	0	1.0	SAS	ITU
IT231	HG04225	ITU	HG04225	0	0	1.0	SAS	ITU
IT237	HG04235	ITU	HG04235	0	0	1.0	SAS	ITU
IT240	HG04238	ITU	HG04238	0	0	1.0	SAS	ITU
IT40	HG03875	ITU	HG03875	0	0	1.0	SAS	ITU
IT45	HG03965	ITU	HG03965	0	0	1.0	SAS	ITU
IT45	HG04070	ITU	HG04070	0	0	2.0	SAS	ITU
IT5	HG03868	ITU	HG03868	0	0	2.0	SAS	ITU
IT51	HG03967	ITU	HG03967	0	0	1.0	SAS	ITU
NA18939	NA18939	JPT	NA18939	0	0	2.0	EAS	JPT
NA18940	NA18940	JPT	NA18940	0	0	1.0	EAS	JPT
NA18941	NA18941	JPT	NA18941	0	0	2.0	EAS	JPT
NA18942	NA18942	JPT	NA18942	0	0	2.0	EAS	JPT
NA18943	NA18943	JPT	NA18943	0	0	1.0	EAS	JPT
NA18944	NA18944	JPT	NA18944	0	0	1.0	EAS	JPT
NA18945	NA18945	JPT	NA18945	0	0	1.0	EAS	JPT
NA18946	NA18946	JPT	NA18946	0	0	2.0	EAS	JPT
NA18947	NA18947	JPT	NA18947	0	0	2.0	EAS	JPT
NA18948	NA18948	JPT	NA18948	0	0	1.0	EAS	JPT
NA18949	NA18949	JPT	NA18949	0	0	2.0	EAS	JPT
NA18950	NA18950	JPT	NA18950	0	0	2.0	EAS	JPT
NA18951	NA18951	JPT	NA18951	0	0	2.0	EAS	JPT
NA18952	NA18952	JPT	NA18952	0	0	1.0	EAS	JPT
NA18953	NA18953	JPT	NA18953	0	0	1.0	EAS	JPT
NA18954	NA18954	JPT	NA18954	0	0	2.0	EAS	JPT
NA18955	NA18955	JPT						
NA18956	NA18956	JPT	NA18956	0	0	2.0	EAS	JPT
NA18957	NA18957	JPT	NA18957	0	0	2.0	EAS	JPT
NA18959	NA18959	JPT	NA18959	0	0	1.0	EAS	JPT
NA18960	NA18960	JPT	NA18960	0	0	1.0	EAS	JPT
NA18961	NA18961	JPT	NA18961	0	0	1.0	EAS	JPT
NA18962	NA18962	JPT	NA18962	0	0	1.0	EAS	JPT
NA18963	NA18963	JPT	NA18963	0	0	2.0	EAS	JPT
NA18964	NA18964	JPT	NA18964	0	0	2.0	EAS	JPT
NA18965	NA18965	JPT	NA18965	0	0	1.0	EAS	JPT
NA18966	NA18966	JPT	NA18966	0	0	1.0	EAS	JPT
NA18967	NA18967	JPT	NA18967	0	0	1.0	EAS	JPT
NA18968	NA18968	JPT	NA18968	0	0	2.0	EAS	JPT
NA18969	NA18969	JPT	NA18969	0	0	2.0	EAS	JPT
NA18970	NA18970	JPT	NA18970	0	0	1.0	EAS	JPT
NA18971	NA18971	JPT	NA18971	0	0	1.0	EAS	JPT
NA18972	NA18972	JPT	NA18972	0	0	2.0	EAS	JPT
NA18973	NA18973	JPT	NA18973	0	0	2.0	EAS	JPT
NA18974	NA18974	JPT	NA18974	0	0	1.0	EAS	JPT
NA18975	NA18975	JPT	NA18975	0	0	2.0	EAS	JPT
NA18976	NA18976	JPT	NA18976	0	0	2.0	EAS	JPT
NA18977	NA18977	JPT	NA18977	0	0	1.0	EAS	JPT
NA18978	NA18978	JPT	NA18978	0	0	2.0	EAS	JPT
NA18979	NA18979	JPT	NA18979	0	0	2.0	EAS	JPT
NA18980	NA18980	JPT	NA18980	0	0	2.0	EAS	JPT
NA18981	NA18981	JPT	NA18981	0	0	2.0	EAS	JPT
NA18982	NA18982	JPT	NA18982	0	0	1.0	EAS	JPT
NA18983	NA18983	JPT	NA18983	0	0	1.0	EAS	JPT
NA18984	NA18984	JPT	NA18984	0	0	1.0	EAS	JPT
NA18985	NA18985	JPT	NA18985	0	0	1.0	EAS	JPT
NA18986	NA18986	JPT	NA18986	0	0	1.0	EAS	JPT
NA18987	NA18987	JPT	NA18987	0	0	2.0	EAS	JPT
NA18988	NA18988	JPT	NA18988	0	0	1.0	EAS	JPT
NA18989	NA18989	JPT	NA18989	0	0	1.0	EAS	JPT
NA18990	NA18990	JPT	NA18990	0	0	1.0	EAS	JPT
NA18991	NA18991	JPT	NA18991	0	0	2.0	EAS	JPT
NA18992	NA18992	JPT	NA18992	0	0	2.0	EAS	JPT
NA18993	NA18993	JPT	NA18993	0	0	2.0	EAS	JPT
NA18994	NA18994	JPT	NA18994	0	0	1.0	EAS	JPT
NA18995	NA18995	JPT	NA18995	0	0	1.0	EAS	JPT
NA18997	NA18997	JPT	NA18997	0	0	2.0	EAS	JPT
NA18998	NA18998	JPT	NA18998	0	0	2.0	EAS	JPT
NA18999	NA18999	JPT	NA18999	0	0	2.0	EAS	JPT
NA19000	NA19000	JPT	NA19000	0	0	1.0	EAS	JPT
NA19001	NA19001	JPT	NA19001	0	0	2.0	EAS	JPT
NA19002	NA19002	JPT	NA19002	0	0	2.0	EAS	JPT
NA19003	NA19003	JPT	NA19003	0	0	2.0	EAS	JPT
NA19004	NA19004	JPT	NA19004	0	0	1.0	EAS	JPT
NA19005	NA19005	JPT	NA19005	0	0	1.0	EAS	JPT
NA19006	NA19006	JPT	NA19006	0	0	1.0	EAS	JPT
NA19007	NA19007	JPT	NA19007	0	0	1.0	EAS	JPT
NA19009	NA19009	JPT	NA19009	0	0	1.0	EAS	JPT
NA19010	NA19010	JPT	NA19010	0	0	2.0	EAS	JPT
NA19011	NA19011	JPT	NA19011	0	0	2.0	EAS	JPT
NA19012	NA19012	JPT	NA19012	0	0	1.0	EAS	JPT
NA19054	NA19054	JPT	NA19054	0	0	2.0	EAS	JPT
NA19055	NA19055	JPT	NA19055	0	0	1.0	EAS	JPT
NA19056	NA19056	JPT	NA19056	0	0	1.0	EAS	JPT
NA19057	NA19057	JPT	NA19057	0	0	2.0	EAS	JPT
NA19058	NA19058	JPT	NA19058	0	0	1.0	EAS	JPT
NA19059	NA19059	JPT	NA19059	0	0	2.0	EAS	JPT
NA19060	NA19060	JPT	NA19060	0	0	1.0	EAS	JPT
NA19062	NA19062	JPT	NA19062	0	0	1.0	EAS	JPT
NA19063	NA19063	JPT	NA19063	0	0	1.0	EAS	JPT
NA19064	NA19064	JPT	NA19064	0	0	2.0	EAS	JPT
NA19065	NA19065	JPT	NA19065	0	0	2.0	EAS	JPT
NA19066	NA19066	JPT	NA19066	0	0	1.0	EAS	JPT
NA19067	NA19067	JPT	NA19067	0	0	1.0	EAS	JPT
NA19068	NA19068	JPT	NA19068	0	0	1.0	EAS	JPT
NA19070	NA19070	JPT	NA19070	0	0	1.0	EAS	JPT
NA19072	NA19072	JPT	NA19072	0	0	1.0	EAS	JPT
NA19074	NA19074	JPT	NA19074	0	0	2.0	EAS	JPT
NA19075	NA19075	JPT	NA19075	0	0	1.0	EAS	JPT
NA19076	NA19076	JPT	NA19076	0	0	1.0	EAS	JPT
NA19077	NA19077	JPT	NA19077	0	0	2.0	EAS	JPT
NA19078	NA19078	JPT	NA19078	0	0	2.0	EAS	JPT
NA19079	NA19079	JPT	NA19079	0	0	1.0	EAS	JPT
NA19080	NA19080	JPT	NA19080	0	0	2.0	EAS	JPT
NA19081	NA19081	JPT	NA19081	0	0	2.0	EAS	JPT
NA19082	NA19082	JPT	NA19082	0	0	1.0	EAS	JPT
NA19083	NA19083	JPT	NA19083	0	0	1.0	EAS	JPT
NA19084	NA19084	JPT	NA19084	0	0	2.0	EAS	JPT
NA19085	NA19085	JPT	NA19085	0	0	1.0	EAS	JPT
NA19086	NA19086	JPT	NA19086	0	0	1.0	EAS	JPT
NA19087	NA19087	JPT	NA19087	0	0	2.0	EAS	JPT
NA19088	NA19088	JPT	NA19088	0	0	1.0	EAS	JPT
NA19089	NA19089	JPT	NA19089	0	0	1.0	EAS	JPT
NA19090	NA19090	JPT	NA19090	0	0	2.0	EAS	JPT
NA19091	NA19091	JPT	NA19091	0	0	1.0	EAS	JPT
VN001	HG01595	KHV	HG01595	0	0	2.0	EAS	KHV
VN002	HG01596	KHV	HG01596	0	0	1.0	EAS	KHV
VN003	HG01597	KHV	HG01597	0	0	2.0	EAS	KHV
VN004	HG01598	KHV	HG01598	0	0	2.0	EAS	KHV
VN005	HG01599	KHV	HG01599	0	0	2.0	EAS	KHV
VN006	HG01600	KHV	HG01600	0	0	2.0	EAS	KHV
VN007	HG01840	KHV	HG01840	0	0	1.0	EAS	KHV
VN008	HG01841	KHV	HG01841	0	0	2.0	EAS	KHV
VN009	HG01842	KHV	HG01842	0	0	1.0	EAS	KHV
VN010	HG01843	KHV	HG01843	0	0	2.0	EAS	KHV
VN011	HG01844	KHV	HG01844	0	0	1.0	EAS	KHV
VN012	HG01845	KHV	HG01845	0	0	2.0	EAS	KHV
VN013	HG01846	KHV	HG01846	0	0	1.0	EAS	KHV
VN014	HG01847	KHV	HG01847	0	0	2.0	EAS	KHV
VN015	HG01848	KHV	HG01848	0	0	2.0	EAS	KHV
VN016	HG01849	KHV	HG01849	0	0	1.0	EAS	KHV
VN017	HG01850	KHV	HG01850	0	0	2.0	EAS	KHV
VN018	HG01851	KHV	HG01851	0	0	2.0	EAS	KHV
VN019	HG01852	KHV	HG01852	0	0	1.0	EAS	KHV
VN020	HG01853	KHV	HG01853	0	0	2.0	EAS	KHV
VN022	HG01855	KHV	HG01855	0	0	2.0	EAS	KHV
VN024	HG01857	KHV	HG01857	0	0	2.0	EAS	KHV
VN025	HG01858	KHV	HG01858	0	0	2.0	EAS	KHV
VN026	HG01859	KHV	HG01859	0	0	2.0	EAS	KHV
VN027	HG01860	KHV	HG01860	0	0	1.0	EAS	KHV
VN028	HG01861	KHV	HG01861	0	0	1.0	EAS	KHV
VN029	HG01862	KHV	HG01862	0	0	2.0	EAS	KHV
VN030	HG01863	KHV	HG01863	0	0	2.0	EAS	KHV
VN031	HG01864	KHV	HG01864	0	0	1.0	EAS	KHV
VN032	HG01865	KHV	HG01865	0	0	1.0	EAS	KHV
VN033	HG01866	KHV	HG01866	0	0	1.0	EAS	KHV
VN034	HG01867	KHV	HG01867	0	0	1.0	EAS	KHV
VN035	HG01868	KHV	HG01868	0	0	2.0	EAS	KHV
VN036	HG01869	KHV	HG01869	0	0	2.0	EAS	KHV
VN037	HG01870	KHV	HG01870	0	0	2.0	EAS	KHV
VN038	HG01871	KHV	HG01871	0	0	2.0	EAS	KHV
VN039	HG01872	KHV	HG01872	0	0	1.0	EAS	KHV
VN040	HG01873	KHV	HG01873	0	0	1.0	EAS	KHV
VN041	HG01874	KHV	HG01874	0	0	2.0	EAS	KHV
VN045	HG01878	KHV	HG01878	0	0	2.0	EAS	KHV
VN046	HG02015	KHV						
VN046	HG02016	KHV	HG02016	0	0	2.0	EAS	KHV
VN046	HG02017	KHV	HG02017	0	0	1.0	EAS	KHV
VN047	HG02018	KHV						
VN047	HG02019	KHV	HG02019	0	0	2.0	EAS	KHV
VN047	HG02020	KHV	HG02020	0	0	1.0	EAS	KHV
VN048	HG02021	KHV						
VN048	HG02023	KHV	HG02023	0	0	1.0	EAS	KHV
VN049	HG02024	KHV						
VN049	HG02025	KHV	HG02025	0	0	2.0	EAS	KHV
VN049	HG02026	KHV	HG02026	0	0	1.0	EAS	KHV
VN050	HG02027	KHV						
VN050	HG02028	KHV	HG02028	0	0	2.0	EAS	KHV
VN050	HG02029	KHV	HG02029	0	0	1.0	EAS	KHV
VN051	HG02030	KHV						
VN051	HG02031	KHV	HG02031	0	0	2.0	EAS	KHV
VN051	HG02032	KHV	HG02032	0	0	1.0	EAS	KHV
VN052	HG02035	KHV	HG02035	0	0	1.0	EAS	KHV
VN054	HG02040	KHV	HG02040	0	0	1.0	EAS	KHV
VN056	HG02046	KHV						
VN056	HG02047	KHV	HG02047	0	0	1.0	EAS	KHV
VN057	HG02048	KHV	HG02048	0	0	2.0	EAS	KHV
VN058	HG02049	KHV	HG02049	0	0	2.0	EAS	KHV
VN059	HG02050	KHV	HG02050	0	0	1.0	EAS	KHV
VN060	HG02056	KHV						
VN060	HG02057	KHV	HG02057	0	0	2.0	EAS	KHV
VN060	HG02058	KHV	HG02058	0	0	1.0	EAS	KHV
VN061	HG02059	KHV						
VN061	HG02060	KHV	HG02060	0	0	2.0	EAS	KHV
VN061	HG02061	KHV	HG02061	0	0	1.0	EAS	KHV
VN062	HG02064	KHV	HG02064	0	0	1.0	EAS	KHV
VN063	HG02067	KHV	HG02067	0	0	1.0	EAS	KHV
VN064	HG02068	KHV						
VN064	HG02069	KHV	HG02069	0	0	2.0	EAS	KHV
VN064	HG02070	KHV	HG02070	0	0	1.0	EAS	KHV
VN065	HG02071	KHV						
VN065	HG02072	KHV	HG02072	0	0	2.0	EAS	KHV
VN065	HG02073	KHV	HG02073	0	0	1.0	EAS	KHV
VN066	HG02074	KHV						
VN066	HG02075	KHV	HG02075	0	0	2.0	EAS	KHV
VN066	HG02076	KHV	HG02076	0	0	1.0	EAS	KHV
VN067	HG02077	KHV						
VN067	HG02078	KHV	HG02078	0	0	2.0	EAS	KHV
VN067	HG02079	KHV	HG02079	0	0	1.0	EAS	KHV
VN068	HG02080	KHV						
VN068	HG02081	KHV	HG02081	0	0	2.0	EAS	KHV
VN068	HG02082	KHV	HG02082	0	0	1.0	EAS	KHV
VN069	HG02083	KHV						
VN069	HG02084	KHV	HG02084	0	0	2.0	EAS	KHV
VN069	HG02085	KHV	HG02085	0	0	1.0	EAS	KHV
VN070	HG02086	KHV	HG02086	0	0	2.0	EAS	KHV
VN071	HG02087	KHV	HG02087	0	0	2.0	EAS	KHV
VN072	HG02088	KHV	HG02088	0	0	1.0	EAS	KHV
VN073	HG02113	KHV	HG02113	0	0	2.0	EAS	KHV
VN074	HG02116	KHV	HG02116	0	0	1.0	EAS	KHV
VN076	HG02120	KHV						
VN076	HG02121	KHV	HG02121	0	0	2.0	EAS	KHV
VN076	HG02122	KHV	HG02122	0	0	1.0	EAS	KHV
VN078	HG02126	KHV						
VN078	HG02127	KHV	HG02127	0	0	2.0	EAS	KHV
VN078	HG02128	KHV	HG02128	0	0	1.0	EAS	KHV
VN079	HG02129	KHV						
VN079	HG02130	KHV	HG02130	0	0	2.0	EAS	KHV
VN079	HG02131	KHV	HG02131	0	0	1.0	EAS	KHV
VN080	HG02132	KHV						
VN080	HG02133	KHV	HG02133	0	0	2.0	EAS	KHV
VN080	HG02134	KHV	HG02134	0	0	1.0	EAS	KHV
VN081	HG02135	KHV						
VN081	HG02136	KHV	HG02136	0	0	2.0	EAS	KHV
VN081	HG02137	KHV	HG02137	0	0	1.0	EAS	KHV
VN082	HG02138	KHV	HG02138	0	0	1.0	EAS	KHV
VN083	HG02139	KHV	HG02139	0	0	2.0	EAS	KHV
VN084	HG02140	KHV	HG02140	0	0	2.0	EAS	KHV
VN085	HG02141	KHV	HG02141	0	0	1.0	EAS	KHV
VN086	HG02142	KHV	HG02142	0	0	2.0	EAS	KHV
VN087	HG02512	KHV	HG02512	0	0	1.0	EAS	KHV
VN087	HG02513	KHV	HG02513	0	0	2.0	EAS	KHV
VN087	HG02514	KHV						
VN090	HG02521	KHV	HG02521	0	0	1.0	EAS	KHV
VN090	HG02522	KHV	HG02522	0	0	2.0	EAS	KHV
VN090	HG02523	KHV						
VN91	HG02524	KHV						
VN91	HG02525	KHV						
VN91	HG02526	KHV						
LWK001	NA19313	LWK						
LWK001	NA19331	LWK	NA19331	0	0	1.0	AFR	LWK
LWK002	NA19381	LWK						
LWK002	NA19382	LWK						
LWK003	NA19432	LWK						
LWK003	NA19434	LWK	NA19434	0	0	2.0	AFR	LWK
LWK003	NA19444	LWK						
LWK004	NA19445	LWK	NA19445	0	0	2.0	AFR	LWK
LWK004	NA19453	LWK						
LWK005	NA19469	LWK						
LWK005	NA19470	LWK						
NA19017	NA19017	LWK	NA19017	0	0	2.0	AFR	LWK
NA19019	NA19019	LWK	NA19019	0	0	2.0	AFR	LWK
NA19020	NA19020	LWK	NA19020	0	0	1.0	AFR	LWK
NA19023	NA19023	LWK	NA19023	0	0	2.0	AFR	LWK
NA19024	NA19024	LWK	NA19024	0	0	2.0	AFR	LWK
NA19025	NA19025	LWK	NA19025	0	0	1.0	AFR	LWK
NA19026	NA19026	LWK	NA19026	0	0	1.0	AFR	LWK
NA19027	NA19027	LWK	NA19027	0	0	1.0	AFR	LWK
NA19028	NA19028	LWK	NA19028	0	0	1.0	AFR	LWK
NA19030	NA19030	LWK	NA19030	0	0	2.0	AFR	LWK
NA19031	NA19031	LWK	NA19031	0	0	1.0	AFR	LWK
NA19035	NA19035	LWK	NA19035	0	0	1.0	AFR	LWK
NA19036	NA19036	LWK	NA19036	0	0	2.0	AFR	LWK
NA19037	NA19037	LWK	NA19037	0	0	2.0	AFR	LWK
NA19038	NA19038	LWK	NA19038	0	0	2.0	AFR	LWK
NA19041	NA19041	LWK	NA19041	0	0	1.0	AFR	LWK
NA19042	NA19042	LWK	NA19042	0	0	2.0	AFR	LWK
NA19043	NA19043	LWK	NA19043	0	0	1.0	AFR	LWK
NA19044	NA19044	LWK						
NA19046	NA19046	LWK						
NA19307	NA19307	LWK	NA19307	0	0	1.0	AFR	LWK
NA19308	NA19308	LWK	NA19308	0	0	1.0	AFR	LWK
NA19309	NA19309	LWK	NA19309	0	0	1.0	AFR	LWK
NA19310	NA19310	LWK	NA19310	0	0	2.0	AFR	LWK
NA19311	NA19311	LWK						
NA19312	NA19312	LWK	NA19312	0	0	1.0	AFR	LWK
NA19314	NA19314	LWK	NA19314	0	0	2.0	AFR	LWK
NA19315	NA19315	LWK	NA19315	0	0	2.0	AFR	LWK
NA19316	NA19316	LWK	NA19316	0	0	2.0	AFR	LWK
NA19317	NA19317	LWK	NA19317	0	0	1.0	AFR	LWK
NA19318	NA19318	LWK	NA19318	0	0	1.0	AFR	LWK
NA19319	NA19319	LWK	NA19319	0	0	1.0	AFR	LWK
NA19320	NA19320	LWK	NA19320	0	0	2.0	AFR	LWK
NA19321	NA19321	LWK	NA19321	0	0	2.0	AFR	LWK
NA19323	NA19323	LWK	NA19323	0	0	2.0	AFR	LWK
NA19324	NA19324	LWK	NA19324	0	0	2.0	AFR	LWK
NA19327	NA19327	LWK	NA19327	0	0	2.0	AFR	LWK
NA19328	NA19328	LWK	NA19328	0	0	2.0	AFR	LWK
NA19332	NA19332	LWK	NA19332	0	0	2.0	AFR	LWK
NA19334	NA19334	LWK	NA19334	0	0	1.0	AFR	LWK
NA19338	NA19338	LWK	NA19338	0	0	2.0	AFR	LWK
NA19346	NA19346	LWK	NA19346	0	0	1.0	AFR	LWK
NA19347	NA19347	LWK	NA19347	0	0	1.0	AFR	LWK
NA19350	NA19350	LWK	NA19350	0	0	1.0	AFR	LWK
NA19351	NA19351	LWK	NA19351	0	0	2.0	AFR	LWK
NA19352	NA19352	LWK						
NA19355	NA19355	LWK	NA19355	0	0	2.0	AFR	LWK
NA19359	NA19359	LWK						
NA19360	NA19360	LWK	NA19360	0	0	1.0	AFR	LWK
NA19371	NA19371	LWK						
NA19372	NA19372	LWK	NA19372	0	0	1.0	AFR	LWK
NA19373	NA19373	LWK						
NA19374	NA19374	LWK	NA19374	0	0	1.0	AFR	LWK
NA19375	NA19375	LWK	NA19375	0	0	1.0	AFR	LWK
NA19376	NA19376	LWK	NA19376	0	0	1.0	AFR	LWK
NA19377	NA19377	LWK	NA19377	0	0	2.0	AFR	LWK
NA19378	NA19378	LWK	NA19378	0	0	2.0	AFR	LWK
NA19379	NA19379	LWK	NA19379	0	0	2.0	AFR	LWK
NA19380	NA19380	LWK	NA19380	0	0	1.0	AFR	LWK
NA19383	NA19383	LWK	NA19383	0	0	1.0	AFR	LWK
NA19384	NA19384	LWK	NA19384	0	0	1.0	AFR	LWK
NA19385	NA19385	LWK	NA19385	0	0	1.0	AFR	LWK
NA19390	NA19390	LWK	NA19390	0	0	2.0	AFR	LWK
NA19391	NA19391	LWK	NA19391	0	0	2.0	AFR	LWK
NA19393	NA19393	LWK	NA19393	0	0	1.0	AFR	LWK
NA19394	NA19394	LWK	NA19394	0	0	1.0	AFR	LWK
NA19395	NA19395	LWK	NA19395	0	0	2.0	AFR	LWK
NA19396	NA19396	LWK						
NA19397	NA19397	LWK	NA19397	0	0	1.0	AFR	LWK
NA19398	NA19398	LWK						
NA19399	NA19399	LWK	NA19399	0	0	2.0	AFR	LWK
NA19401	NA19401	LWK	NA19401	0	0	2.0	AFR	LWK
NA19403	NA19403	LWK	NA19403	0	0	2.0	AFR	LWK
NA19404	NA19404	LWK	NA19404	0	0	2.0	AFR	LWK
NA19428	NA19428	LWK	NA19428	0	0	1.0	AFR	LWK
NA19429	NA19429	LWK	NA19429	0	0	1.0	AFR	LWK
NA19430	NA19430	LWK	NA19430	0	0	1.0	AFR	LWK
NA19431	NA19431	LWK	NA19431	0	0	2.0	AFR	LWK
NA19435	NA19435	LWK	NA19435	0	0	2.0	AFR	LWK
NA19436	NA19436	LWK	NA19436	0	0	2.0	AFR	LWK
NA19437	NA19437	LWK	NA19437	0	0	2.0	AFR	LWK
NA19438	NA19438	LWK	NA19438	0	0	2.0	AFR	LWK
NA19439	NA19439	LWK	NA19439	0	0	2.0	AFR	LWK
NA19440	NA19440	LWK	NA19440	0	0	2.0	AFR	LWK
NA19443	NA19443	LWK	NA19443	0	0	1.0	AFR	LWK
NA19446	NA19446	LWK	NA19446	0	0	2.0	AFR	LWK
NA19448	NA19448	LWK	NA19448	0	0	1.0	AFR	LWK
NA19449	NA19449	LWK	NA19449	0	0	2.0	AFR	LWK
NA19451	NA19451	LWK	NA19451	0	0	1.0	AFR	LWK
NA19452	NA19452	LWK	NA19452	0	0	1.0	AFR	LWK
NA19454	NA19454	LWK	NA19454	0	0	1.0	AFR	LWK
NA19455	NA19455	LWK	NA19455	0	0	1.0	AFR	LWK
NA19456	NA19456	LWK	NA19456	0	0	2.0	AFR	LWK
NA19457	NA19457	LWK	NA19457	0	0	2.0	AFR	LWK
NA19461	NA19461	LWK	NA19461	0	0	1.0	AFR	LWK
NA19462	NA19462	LWK	NA19462	0	0	2.0	AFR	LWK
NA19463	NA19463	LWK	NA19463	0	0	2.0	AFR	LWK
NA19466	NA19466	LWK	NA19466	0	0	1.0	AFR	LWK
NA19467	NA19467	LWK	NA19467	0	0	2.0	AFR	LWK
NA19468	NA19468	LWK	NA19468	0	0	2.0	AFR	LWK
NA19471	NA19471	LWK	NA19471	0	0	2.0	AFR	LWK
NA19472	NA19472	LWK	NA19472	0	0	2.0	AFR	LWK
NA19473	NA19473	LWK	NA19473	0	0	2.0	AFR	LWK
NA19474	NA19474	LWK	NA19474	0	0	2.0	AFR	LWK
NA19475	NA19475	LWK	NA19475	0	0	2.0	AFR	LWK
HG03057	HG03057	MSL	HG03057	0	0	1.0	AFR	MSL
HG03060	HG03060	MSL	HG03060	0	0	1.0	AFR	MSL
HG03074	HG03074	MSL	HG03074	0	0	1.0	AFR	MSL
